SPEEDREL,STATE,FATALS,MDRDSTRD,DAY_WEEK,ST_CASE
3,12,1,0,2,121717
0,12,1,0,4,121718
0,12,2,0,7,121719
0,12,1,99,2,121720
0,12,1,5,4,121721
0,12,1,10,5,121722
3,12,1,99,6,121723
4,12,1,0,7,121724
0,12,2,0,4,121725
0,12,1,0,6,121726
0,12,1,99,7,121727
0,12,1,0,1,121728
3,12,1,99,6,121729
0,12,1,99,7,121730
0,12,2,99,1,121731
0,12,1,0,1,121732
0,12,1,0,3,121734
0,12,1,0,2,121735
0,12,1,99,3,121736
0,12,1,0,5,121737
0,12,1,99,5,121738
0,12,1,0,5,121739
0,12,2,0,6,121740
0,12,1,0,7,121741
0,12,1,93,7,121742
0,12,1,0,7,121743
0,12,1,0,6,121744
0,12,1,0,6,121745
0,12,1,0,2,121746
0,12,1,0,2,121747
0,12,1,0,7,121748
0,12,1,98,1,121749
0,12,1,0,3,121750
0,12,1,99,3,121751
0,12,1,99,7,121752
4,12,1,93,1,121753
0,12,1,0,7,121754
0,12,1,93,4,121755
0,12,1,0,1,121756
0,12,1,99,4,121757
0,12,1,0,3,121758
0,12,>2,99,3,121759
0,12,1,0,4,121760
0,12,1,0,4,121761
0,12,1,0,5,121762
0,12,1,99,7,121763
0,12,1,0,3,121764
0,12,1,0,5,121765
0,12,1,0,6,121766
0,12,1,0,6,121767
0,12,1,0,6,121768
0,12,1,0,6,121769
0,12,1,0,7,121770
0,12,1,93,1,121771
0,12,1,99,3,121772
0,12,1,99,5,121773
0,12,1,0,5,121774
0,12,1,0,5,121775
0,12,1,0,6,121776
0,12,1,99,1,121777
0,12,1,99,3,121778
0,12,1,99,3,121779
0,12,1,0,3,121780
0,12,>2,192,1,121781
9,12,1,99,2,121782
0,12,1,0,4,121783
0,12,1,99,6,121784
0,12,1,99,7,121785
0,12,1,0,4,121786
0,12,1,99,3,121787
0,12,1,99,1,121788
0,12,1,99,7,121789
9,12,1,99,3,121790
0,12,1,93,7,121791
0,12,1,0,7,121792
0,12,1,0,1,121793
0,12,1,99,2,121794
0,12,1,0,3,121795
0,12,1,99,4,121796
0,12,1,0,4,121797
0,12,1,0,6,121798
0,12,2,99,6,121799
0,12,1,99,6,121800
0,12,1,0,7,121801
0,12,1,0,7,121802
0,12,1,12,7,121803
0,12,1,0,1,121804
0,12,1,99,1,121805
3,12,1,99,1,121806
0,12,1,99,7,121807
0,12,1,93,1,121808
0,12,1,0,1,121809
0,12,1,0,3,121810
0,12,1,99,3,121811
0,12,1,0,4,121812
0,12,1,99,6,121813
0,12,1,0,7,121814
0,12,1,0,2,121815
0,12,1,198,6,121816
0,12,2,0,7,121817
0,12,1,0,1,121818
0,12,1,99,2,121819
0,12,1,99,3,121820
0,12,1,0,4,121821
0,12,1,99,5,121822
0,12,1,98,5,121823
0,12,1,0,5,121824
0,12,1,0,7,121825
0,12,1,0,1,121826
0,12,1,0,7,121827
0,12,1,0,5,121828
0,12,1,0,2,121829
0,12,1,99,1,121830
0,12,>2,99,3,121831
0,12,1,0,6,121832
0,12,1,0,5,121833
0,12,1,0,1,121834
0,12,1,0,1,121835
0,12,1,0,1,121836
0,12,1,0,1,121837
0,12,2,99,2,121838
8,12,1,16,2,121839
0,12,1,0,6,121840
0,12,1,99,7,121841
0,12,2,0,6,121842
0,12,1,7,2,121843
0,12,1,0,4,121844
0,12,1,0,3,121845
0,12,1,99,7,121846
0,12,1,10,5,121847
0,12,1,99,1,121848
0,12,1,0,2,121849
3,12,1,99,7,121850
0,12,1,198,7,121851
4,12,2,99,1,121852
0,12,1,99,7,121853
3,12,1,99,3,121854
0,12,1,99,6,121855
0,12,1,0,7,121856
0,12,1,0,1,121857
0,12,1,0,3,121858
0,12,1,93,4,121859
0,12,1,0,4,121860
0,12,1,99,5,121861
0,12,1,6,6,121862
0,12,2,0,7,121863
0,12,1,99,4,121864
0,12,1,99,7,121866
0,12,1,0,2,121867
0,12,1,99,2,121868
0,12,1,0,2,121869
0,12,1,0,4,121870
0,12,1,0,2,121871
0,12,1,0,1,121872
0,12,1,0,4,121873
0,12,1,99,7,121874
0,12,1,99,6,121875
0,12,1,99,6,121877
0,12,1,99,7,121878
0,12,1,0,7,121879
0,12,1,0,1,121880
0,12,1,0,3,121881
0,12,1,0,7,121882
0,12,1,93,3,121883
0,12,1,99,4,121884
0,12,1,0,5,121885
0,12,1,0,1,121886
0,12,1,0,5,121887
0,12,1,0,2,121888
0,12,1,0,4,121890
0,12,1,0,6,121891
0,12,1,198,7,121892
0,12,1,99,4,121893
0,12,1,0,4,121894
0,12,1,0,6,121895
0,12,2,198,6,121896
0,12,1,0,2,121897
0,12,1,99,1,121899
0,12,1,0,7,121900
0,12,1,0,5,121901
0,12,1,99,6,121902
0,12,1,0,2,121903
0,12,1,0,6,121904
0,12,1,0,6,121905
0,12,1,0,4,121906
0,12,1,0,4,121907
0,12,1,0,4,121908
0,12,1,0,1,121909
0,12,1,98,1,121910
0,12,1,99,7,121911
0,12,1,0,5,121913
0,12,1,0,5,121914
0,12,1,0,6,121915
0,12,1,0,6,121916
3,12,1,99,7,121917
0,12,1,0,1,121918
0,12,1,99,5,121919
0,12,>2,99,7,121920
0,12,1,0,1,121921
0,12,1,9,2,121922
0,12,1,0,4,121923
0,12,1,0,6,121924
0,12,2,99,5,121925
4,12,1,14,6,121926
0,12,1,99,2,121927
4,12,1,99,1,121928
0,12,1,0,3,121929
3,12,1,0,1,121930
0,12,1,98,6,121931
0,12,1,0,1,121932
0,12,1,0,5,121933
0,12,1,0,3,121934
0,12,1,99,5,121935
0,12,1,99,1,121936
0,12,1,0,6,121937
0,12,1,109,6,121938
0,12,1,0,7,121939
0,12,2,99,7,121940
0,12,1,0,7,121941
0,12,1,0,7,121942
0,12,1,99,3,121943
0,12,1,0,3,121944
0,12,1,0,4,121945
0,12,1,99,4,121946
0,12,1,99,4,121947
8,12,1,21,2,121948
0,12,1,0,4,121949
0,12,1,0,6,121950
0,12,2,99,4,121951
0,12,1,99,5,121952
0,12,1,0,7,121953
0,12,1,0,6,121954
0,12,1,0,1,121955
3,12,1,99,6,121956
0,12,1,99,7,121957
0,12,1,0,5,121958
0,12,1,0,6,121959
0,12,1,191,7,121960
0,12,1,0,7,121961
4,12,1,99,3,121962
0,12,1,198,6,121963
0,12,1,99,6,121964
0,12,1,0,1,121965
0,12,1,0,1,121966
0,12,1,0,1,121967
0,12,1,198,5,121969
0,12,2,93,1,121970
0,12,1,0,4,121971
0,12,1,99,4,121972
3,12,1,0,5,121973
3,12,1,99,2,121974
0,12,1,10,3,121975
0,12,1,93,4,121976
0,12,1,0,5,121977
0,12,1,99,5,121978
0,12,1,99,5,121979
0,12,1,99,6,121980
0,12,1,0,6,121981
0,12,1,0,6,121982
0,12,1,0,6,121983
0,12,2,93,6,121984
0,12,1,0,6,121985
0,12,1,99,6,121986
0,12,2,0,7,121987
0,12,1,0,7,121988
0,12,1,99,7,121990
0,12,1,92,1,121991
0,12,1,99,1,121992
0,12,1,0,1,121993
0,12,1,0,1,121994
0,12,1,0,3,121995
0,12,2,0,3,121996
3,12,1,0,4,121998
3,12,1,99,4,121999
0,12,1,0,5,122000
0,12,1,0,6,122001
0,12,1,0,6,122002
0,12,1,99,7,122003
0,12,1,0,7,122004
0,12,1,99,1,122005
0,12,1,0,5,122006
0,12,1,0,3,122007
0,12,1,198,1,122008
0,12,1,99,7,122009
0,12,2,0,5,122010
0,12,1,99,1,122011
9,12,1,99,5,122012
3,12,1,99,2,122013
4,12,1,0,7,122014
3,12,2,99,1,122015
0,12,1,0,2,122016
0,12,1,0,3,122017
0,12,1,0,6,122018
0,12,1,99,1,122019
0,12,1,99,3,122020
0,12,1,0,5,122021
0,12,1,99,5,122022
0,12,1,93,6,122023
0,12,1,0,1,122024
0,12,1,0,3,122025
0,12,1,0,3,122026
0,12,1,0,3,122027
9,12,1,99,4,122028
0,12,1,0,6,122030
0,12,1,99,6,122031
3,12,1,0,6,122032
0,12,1,0,6,122033
0,12,1,0,5,122034
0,12,1,99,1,122035
4,12,1,0,3,122036
0,12,1,99,4,122037
0,12,1,99,5,122038
0,12,1,93,3,122039
0,12,1,0,5,122040
0,12,1,0,7,122041
0,12,1,0,1,122042
0,12,1,0,6,122043
0,12,1,0,7,122044
0,12,1,17,2,122045
0,12,1,0,5,122046
0,12,1,99,4,122047
0,12,1,99,5,122048
0,12,1,99,3,122049
0,12,1,198,7,122050
0,12,1,0,7,122051
0,12,1,0,6,122052
0,12,1,0,2,122053
0,12,1,99,5,122054
0,12,1,0,7,122055
0,12,1,93,7,122056
0,12,1,0,7,122057
0,12,1,0,3,122058
0,12,1,0,5,122059
3,12,1,99,6,122060
0,12,1,0,1,122061
4,12,1,0,3,122062
0,12,1,0,5,122063
0,12,1,0,6,122064
0,12,1,0,5,122065
0,12,1,99,7,122067
0,12,1,0,1,122068
0,12,2,99,1,122069
0,12,2,0,3,122070
0,12,1,99,3,122071
0,12,1,99,5,122072
0,12,1,0,6,122073
0,12,1,0,7,122074
0,12,1,0,1,122075
0,12,1,12,1,122076
0,12,1,0,1,122077
0,12,1,0,2,122078
0,12,1,98,6,122079
4,12,2,99,1,122080
0,12,1,0,3,122081
0,12,1,0,4,122082
0,12,2,99,1,122083
0,12,1,99,4,122084
0,12,1,0,2,122085
3,12,1,99,7,122086
0,12,1,99,7,122087
0,12,1,99,7,122088
3,12,1,0,1,122089
0,12,1,99,4,122091
0,12,1,13,6,122092
3,12,1,0,6,122093
0,12,1,0,6,122094
0,12,1,99,2,122095
0,12,2,99,2,122096
0,12,1,0,2,122097
0,12,1,0,6,122098
0,12,2,99,1,122099
0,12,>2,198,2,122100
0,12,1,0,4,122101
0,12,1,0,5,122102
0,12,1,93,4,122103
0,12,1,198,6,122104
0,12,1,99,4,122105
0,12,1,0,6,122106
0,12,1,0,1,122107
0,12,1,0,2,122108
0,12,1,99,4,122109
0,12,1,0,1,122110
0,12,1,0,4,122111
0,12,1,0,5,122112
0,12,1,0,7,122113
0,12,1,93,7,122114
0,12,1,0,2,122115
0,12,1,0,6,122116
0,12,1,198,6,122117
3,12,1,99,4,122118
0,12,1,99,4,122119
0,12,1,0,4,122120
3,12,1,0,6,122121
0,12,1,0,6,122122
0,12,1,0,1,122123
0,12,1,99,3,122124
0,12,1,0,4,122125
0,12,1,99,1,122126
0,12,2,0,4,122127
0,12,1,99,6,122128
0,12,1,0,7,122129
0,12,1,99,1,122130
0,12,1,0,1,122131
3,12,1,99,1,122132
0,12,>2,99,7,122133
0,12,1,0,5,122134
4,12,1,99,7,122136
0,12,1,0,5,122137
3,12,1,99,6,122138
0,12,1,99,1,122139
0,12,1,198,3,122140
0,12,1,99,6,122141
0,12,2,93,7,122142
0,12,1,99,2,122143
0,12,1,0,2,122144
0,12,1,0,5,122145
0,12,1,0,7,122146
0,12,1,0,3,122147
3,12,1,99,3,122148
0,12,1,99,5,122149
0,12,1,99,3,122150
0,12,1,93,1,122151
0,12,1,0,6,122152
4,12,1,0,6,122153
0,12,1,99,3,122154
0,12,1,0,2,122155
0,12,1,0,2,122156
0,12,1,0,3,122157
0,12,1,99,5,122158
0,12,1,0,5,122159
0,12,1,96,7,122161
0,12,1,99,7,122162
3,12,1,99,7,122163
0,12,1,0,1,122164
0,12,1,0,1,122165
0,12,1,0,4,122166
0,12,1,12,6,122167
0,12,1,12,6,122168
0,12,1,0,7,122169
0,12,1,0,3,122170
0,12,1,0,4,122171
3,12,1,99,5,122172
0,12,1,0,7,122173
0,12,1,0,7,122174
0,12,1,0,1,122175
0,12,1,0,2,122176
0,12,1,0,6,122177
0,12,1,0,6,122178
3,12,1,99,1,122179
0,12,1,0,2,122180
3,12,2,99,2,122181
0,12,1,99,3,122182
0,12,1,0,4,122183
0,12,1,198,5,122184
0,12,1,0,4,122185
0,12,1,0,6,122186
0,12,1,0,3,122187
0,12,1,0,5,122188
0,12,1,0,5,122190
0,12,1,99,6,122191
0,12,1,93,7,122193
3,12,1,0,7,122194
0,12,1,99,1,122195
0,12,1,99,1,122196
0,12,1,0,2,122197
0,12,1,198,3,122198
0,12,1,0,5,122199
4,12,1,99,7,122200
0,12,1,0,1,122201
0,12,1,99,1,122202
0,12,1,0,3,122203
0,12,1,0,4,122204
0,12,1,0,4,122205
0,12,1,0,6,122206
0,12,1,192,6,122207
0,12,1,0,6,122208
4,12,1,0,7,122209
0,12,1,99,7,122210
0,12,1,6,2,122211
9,12,1,99,2,122212
0,12,1,99,3,122213
0,12,1,0,5,122214
0,12,1,0,6,122215
0,12,1,99,1,122216
0,12,1,99,1,122217
0,12,1,0,2,122218
0,12,>2,0,1,122220
0,12,1,0,7,122221
0,12,1,99,3,122222
0,12,1,0,7,122223
3,12,1,0,7,122224
0,12,1,0,7,122225
0,12,1,0,4,122226
0,12,1,0,5,122227
3,12,1,0,1,122228
3,12,1,0,1,122229
0,12,1,0,2,122230
0,12,1,99,3,122231
0,12,1,0,6,122232
0,12,1,0,7,122233
0,12,1,0,7,122234
0,12,1,99,1,122235
0,12,2,0,1,122236
0,12,1,0,2,122237
0,12,1,92,2,122238
0,12,1,0,3,122239
0,12,1,99,3,122240
3,12,1,0,5,122241
0,12,1,0,3,122242
0,12,1,99,4,122243
0,12,1,0,5,122244
0,12,1,0,5,122245
0,12,1,99,5,122246
3,12,1,99,1,122247
0,12,1,0,3,122248
0,12,1,0,5,122249
0,12,1,99,6,122250
3,12,1,99,6,122251
0,12,1,99,4,122252
0,12,1,0,4,122253
0,12,1,0,5,122254
0,12,1,0,5,122255
3,12,1,0,6,122256
0,12,1,0,6,122257
4,12,1,0,6,122258
0,12,1,0,6,122259
0,12,1,0,6,122260
0,12,1,0,7,122261
0,12,1,0,7,122262
0,12,1,0,7,122263
0,12,1,0,1,122264
0,12,1,99,1,122265
4,12,1,99,1,122266
0,12,1,0,1,122267
0,12,1,17,2,122268
0,12,1,0,6,122269
0,12,1,0,6,122270
0,12,1,0,5,122271
0,12,1,0,2,122272
0,12,1,5,7,122273
0,12,1,0,6,122274
0,12,1,0,2,122275
0,12,1,0,3,122276
0,12,1,99,3,122277
0,12,1,99,5,122278
0,12,1,93,5,122279
0,12,1,192,1,122280
0,12,1,10,1,122281
0,12,1,0,7,122282
0,12,1,0,2,122283
0,12,1,0,3,122284
0,12,1,99,3,122285
0,12,1,0,4,122286
0,12,1,0,4,122287
0,12,1,0,4,122288
0,12,1,198,4,122290
0,12,1,0,2,122291
0,12,1,0,4,122292
0,12,1,0,7,122293
0,12,1,99,4,122294
0,12,1,0,6,122295
0,12,1,0,6,122297
0,12,1,0,3,122298
0,12,1,198,7,122299
0,12,2,0,5,122300
0,12,1,0,3,122301
0,12,1,0,5,122302
0,12,1,0,1,122303
0,12,1,99,4,122304
0,12,1,99,2,122305
0,12,1,0,6,122306
0,12,1,0,6,122307
0,12,1,1,6,122308
0,12,>2,99,1,122309
4,12,1,0,7,122310
0,12,1,0,6,122311
0,12,1,93,5,122312
3,12,2,99,5,122313
0,12,1,0,5,122314
0,12,1,99,2,122315
0,12,1,93,3,122316
0,12,1,99,4,122317
0,12,1,93,4,122318
0,12,1,0,5,122319
0,12,1,99,5,122320
0,12,1,0,6,122321
0,12,1,0,6,122322
0,12,1,0,7,122323
0,12,1,0,7,122324
0,12,1,0,1,122325
0,12,1,0,1,122326
0,12,1,99,4,122327
0,12,1,0,4,122328
0,12,1,0,5,122329
0,12,1,0,1,122331
0,12,1,198,2,122332
0,12,1,99,4,122333
0,12,1,0,2,122334
0,12,1,99,2,122335
3,12,1,99,4,122336
0,12,1,93,2,122337
0,12,2,0,7,122338
9,12,1,99,7,122339
3,12,1,99,2,122340
0,12,1,0,3,122341
0,12,1,0,4,122342
0,12,1,0,5,122344
0,12,1,0,7,122345
0,12,1,0,1,122346
0,12,1,99,2,122347
0,12,1,99,2,122348
0,12,1,99,7,122349
0,12,1,0,1,122350
0,12,1,0,3,122351
0,12,1,93,1,122352
0,12,1,0,2,122353
0,12,1,99,5,122354
0,12,1,0,2,122355
0,12,1,99,3,122356
0,12,1,99,2,122358
0,12,1,99,3,122359
0,12,1,0,4,122360
0,12,1,0,5,122361
0,12,1,6,5,122362
0,12,1,99,6,122363
0,12,1,99,7,122365
0,12,1,0,7,122366
3,12,1,198,1,122367
0,12,1,0,1,122368
0,12,1,0,1,122369
0,12,1,0,1,122370
0,12,1,99,1,122371
0,12,1,99,2,122372
0,12,1,1,2,122373
0,12,1,0,2,122374
0,12,1,99,3,122375
0,12,1,0,4,122376
0,12,1,0,4,122377
0,12,1,0,7,122378
0,12,1,99,1,122379
0,12,1,99,7,122380
0,12,1,0,3,122381
0,12,1,99,3,122382
0,12,1,0,5,122383
0,12,1,198,5,122384
0,12,1,93,6,122385
0,12,1,195,7,122386
0,12,1,99,2,122387
0,12,1,0,3,122388
0,12,1,99,4,122389
0,12,1,0,4,122390
0,12,1,99,5,122392
0,12,1,195,6,122393
0,12,1,0,1,122394
0,12,1,0,2,122395
4,12,1,0,7,122396
0,12,1,0,7,122397
0,12,1,99,2,122398
0,12,1,96,3,122399
0,12,1,15,1,122400
0,12,1,0,1,122401
0,12,1,99,1,122402
0,12,1,0,4,122404
0,12,1,99,2,122405
0,12,1,0,3,122406
0,12,1,0,5,122407
0,12,1,99,5,122408
0,12,1,99,7,122409
0,12,1,0,7,122410
0,12,1,0,1,122411
0,12,1,0,3,122412
0,12,1,0,5,122413
4,12,2,0,5,122414
0,12,1,0,6,122415
0,12,1,0,7,122416
0,12,2,99,2,122417
0,12,1,99,3,122418
0,12,1,99,5,122419
0,12,1,0,5,122420
0,12,1,0,5,122421
8,12,1,115,6,122422
4,12,1,0,6,122423
8,12,1,16,7,122424
0,12,1,99,7,122425
0,12,1,99,2,122426
0,12,1,0,2,122427
0,12,1,0,2,122428
0,12,1,0,5,122429
8,12,1,16,3,122430
0,12,1,99,3,122431
0,12,1,99,4,122432
0,12,1,99,4,122433
0,12,1,0,4,122434
0,12,1,99,5,122435
0,12,1,99,6,122436
0,12,1,0,6,122437
0,12,1,0,7,122438
0,12,1,99,1,122439
0,12,1,0,1,122440
0,12,1,0,3,122441
0,12,1,1,4,122442
0,12,1,0,5,122443
0,12,1,0,7,122444
0,12,1,99,1,122445
0,12,1,0,2,122446
8,12,1,16,3,122447
0,12,1,0,3,122448
0,12,1,0,4,122449
0,12,1,0,4,122450
0,12,1,0,4,122451
0,12,2,0,6,122452
0,12,1,0,6,122453
3,12,1,99,7,122454
3,12,1,99,7,122455
0,12,1,0,1,122456
4,12,1,0,1,122457
0,12,1,0,1,122458
0,12,1,0,1,122459
0,12,1,99,2,122460
0,12,1,0,2,122461
0,12,1,99,3,122462
0,12,1,0,4,122463
0,12,1,93,4,122464
0,12,1,0,4,122465
0,12,1,0,4,122466
0,12,1,93,4,122467
0,12,1,93,6,122468
0,12,1,99,6,122469
0,12,1,0,6,122470
0,12,1,0,6,122471
3,12,1,99,6,122472
0,12,1,0,6,122473
0,12,1,0,7,122474
0,12,1,0,7,122475
0,12,1,0,7,122476
0,12,1,0,7,122477
0,12,2,0,1,122478
0,12,1,99,1,122479
0,12,1,0,2,122480
0,12,1,0,2,122481
0,12,1,15,2,122482
0,12,1,0,3,122483
0,12,1,99,3,122484
0,12,1,0,4,122485
0,12,1,0,4,122486
0,12,1,0,5,122487
0,12,1,0,4,122488
0,12,1,93,1,122489
0,12,2,99,7,122490
0,12,1,0,6,122491
0,12,1,0,1,122492
0,12,1,198,4,122493
0,12,1,0,4,122494
4,12,1,99,7,122495
0,12,1,3,7,122496
0,12,1,0,4,122497
0,12,1,0,6,122498
8,12,1,16,6,122499
0,12,2,99,7,122500
0,12,1,99,7,122501
0,12,1,0,7,122502
0,12,1,0,7,122503
0,12,1,0,7,122504
0,12,1,0,7,122505
0,12,1,0,1,122506
0,12,1,0,1,122507
0,12,1,99,1,122508
0,12,1,99,1,122509
8,12,1,115,2,122510
0,12,1,99,7,122511
0,12,1,99,3,122512
0,12,1,99,3,122513
0,12,1,99,4,122514
0,12,1,0,5,122515
4,12,1,99,5,122516
0,12,1,0,5,122517
4,12,1,0,6,122518
0,12,1,0,6,122519
0,12,1,0,7,122520
0,12,2,99,4,122521
3,12,1,99,6,122522
0,12,1,99,7,122523
0,12,2,0,6,122524
0,12,1,99,1,122525
0,12,2,0,2,122526
0,12,1,0,4,122527
0,12,1,297,4,122528
0,12,1,0,3,122529
0,12,1,99,6,122530
0,12,1,0,7,122531
0,12,1,99,5,122532
0,12,1,99,1,122533
3,12,1,0,4,122534
3,12,1,0,4,122535
0,12,1,99,5,122536
0,12,1,99,5,122537
0,12,1,0,7,122538
0,12,1,0,6,122539
0,12,1,0,5,122540
0,12,1,99,7,122541
3,12,1,0,7,122542
0,12,1,0,4,122543
0,12,1,0,5,122544
4,12,1,93,5,122545
0,12,1,99,7,122546
0,12,1,99,5,122547
0,12,2,0,5,122548
0,12,1,99,6,122549
0,12,1,93,6,122550
0,12,1,0,2,122551
0,12,>2,99,3,122552
0,12,1,99,5,122553
3,12,1,99,5,122554
0,12,1,0,6,122555
0,12,1,0,7,122556
0,12,1,0,7,122557
0,12,1,0,1,122558
0,12,1,99,1,122559
0,12,1,0,6,122560
0,12,2,99,1,122561
0,12,1,99,1,122562
0,12,1,99,1,122563
0,12,1,99,2,122564
0,12,1,0,3,122565
0,12,1,0,4,122566
0,12,1,15,7,122567
0,12,1,99,3,122568
4,12,1,0,3,122569
0,12,1,0,3,122570
0,12,2,0,4,122571
0,12,1,99,5,122572
0,12,1,0,5,122573
0,12,1,0,6,122574
0,12,1,99,7,122575
0,12,1,99,7,122576
0,12,1,0,1,122577
0,12,1,99,1,122578
3,12,1,0,1,122579
0,12,1,0,1,122580
0,12,1,0,4,122581
0,12,1,0,5,122582
0,12,1,93,6,122583
0,12,1,0,7,122584
0,12,1,99,1,122585
0,12,1,99,5,122586
0,12,1,0,7,122587
0,12,1,0,1,122588
0,12,1,198,6,122589
0,12,1,99,1,122590
3,12,1,99,1,122591
0,12,1,0,3,122592
0,12,1,99,7,122593
0,12,1,0,4,122594
0,12,1,99,3,122595
0,12,1,0,4,122597
0,12,1,0,6,122598
0,12,>2,99,7,122599
0,12,1,99,1,122600
0,12,1,0,1,122601
4,12,1,99,1,122602
0,12,1,99,2,122603
0,12,1,0,5,122604
0,12,1,99,3,122605
4,12,1,99,7,122606
0,12,1,99,1,122607
0,12,1,99,2,122608
0,12,1,0,3,122609
0,12,1,0,3,122610
0,12,1,0,5,122611
0,12,>2,99,4,122612
0,12,1,0,5,122613
0,12,1,0,2,122614
0,12,1,99,3,122615
0,12,1,0,5,122616
0,12,1,99,5,122617
0,12,1,99,4,122618
0,12,1,0,1,122619
0,12,1,198,3,122620
0,12,1,0,5,122621
0,12,1,0,6,122622
0,12,1,0,5,122623
0,12,1,99,1,122624
0,12,1,0,2,122625
0,12,1,93,4,122626
0,12,1,0,4,122627
0,12,1,93,5,122628
0,12,1,0,5,122629
0,12,1,99,5,122630
0,12,1,99,5,122631
0,12,1,0,7,122632
4,12,1,99,5,122633
0,12,1,0,1,122634
0,12,1,198,7,122635
0,12,1,99,5,122636
0,12,1,191,6,122637
0,12,1,0,1,122638
0,12,1,0,1,122639
9,12,1,99,5,122640
0,12,1,0,7,122641
0,12,1,0,3,122642
0,12,1,0,4,122643
0,12,1,99,4,122644
0,12,1,0,4,122645
0,12,1,99,5,122646
4,12,1,0,7,122647
0,12,1,93,2,122648
0,12,1,0,4,122649
0,12,1,99,4,122650
0,12,1,99,5,122651
0,12,1,12,7,122652
0,12,2,0,1,122653
0,12,1,0,3,122654
0,12,1,0,3,122655
0,12,1,99,6,122658
0,12,1,0,7,122659
0,12,1,0,1,122660
0,12,1,93,1,122661
0,12,1,99,1,122662
0,12,1,0,2,122663
0,12,1,0,3,122664
0,12,1,99,3,122665
0,12,1,99,5,122666
0,12,1,0,5,122667
0,12,>2,198,4,122668
0,12,1,0,5,122669
0,12,1,0,6,122670
0,12,1,0,6,122671
0,12,2,99,4,122672
0,12,1,99,7,122673
0,12,1,0,6,122674
0,12,1,0,3,122675
0,12,1,0,4,122676
0,12,1,0,4,122677
0,12,1,0,1,122678
0,12,1,0,3,122679
0,12,1,0,6,122680
3,12,1,0,4,122681
0,12,1,0,1,122682
0,12,1,0,4,122683
3,12,1,99,6,122684
0,12,1,0,2,122685
0,12,1,0,3,122686
0,12,1,0,4,122687
0,12,1,0,5,122688
0,12,1,0,5,122689
0,12,1,99,6,122690
0,12,1,0,6,122691
0,12,1,99,6,122692
0,12,1,99,7,122693
8,12,1,16,7,122694
0,12,1,0,7,122695
0,12,1,0,7,122696
0,12,1,0,1,122697
0,12,1,0,2,122698
0,12,1,0,2,122699
0,12,1,0,5,122700
0,12,1,12,6,122701
0,12,1,99,6,122702
0,12,1,198,3,122703
0,12,1,93,3,122704
0,12,1,99,4,122705
4,12,1,0,5,122706
3,12,1,99,5,122707
0,12,1,0,5,122708
0,12,1,99,7,122709
0,12,1,99,1,122710
0,12,1,0,3,122711
0,12,1,99,2,122712
3,12,1,99,7,122713
0,12,1,0,4,122714
0,12,1,0,6,122715
0,12,1,99,6,122716
0,12,1,198,2,122717
0,12,1,99,2,122718
0,12,1,0,2,122719
0,12,1,99,2,122720
0,12,1,0,2,122721
0,12,1,0,5,122722
0,12,1,93,5,122723
3,12,1,0,4,122724
0,12,1,0,1,122725
0,12,1,198,4,122726
0,12,1,99,1,122727
0,12,1,99,1,122728
0,12,1,99,7,122729
0,12,1,0,7,122730
0,12,1,0,7,122731
0,12,1,0,5,122732
0,12,1,0,4,122733
0,12,1,99,7,122734
4,12,1,198,2,122735
0,12,1,0,7,122736
0,12,1,99,1,122737
4,12,1,99,1,122738
0,12,1,0,2,122739
0,12,1,93,6,122740
3,12,2,99,1,122741
0,12,1,99,1,122742
3,12,1,0,4,122743
0,12,1,0,3,122744
0,12,1,99,4,122745
0,12,1,99,4,122746
0,12,1,0,3,122747
0,12,1,0,7,122748
0,12,1,0,1,122749
0,12,1,0,1,122750
0,12,1,0,1,122751
0,12,1,0,2,122752
0,12,1,0,1,122753
0,12,1,99,2,122754
0,12,1,0,7,122755
0,12,1,99,1,122756
0,12,1,99,1,122757
0,12,1,198,7,122758
0,12,>2,99,4,122759
0,12,1,0,2,122760
0,12,1,0,7,122761
0,12,1,0,4,122762
0,12,1,0,1,122763
0,12,1,0,5,122764
0,12,1,99,1,122765
0,12,1,0,3,122766
3,12,1,0,1,122767
0,12,1,0,5,122768
0,12,1,198,5,122769
0,12,1,99,3,122770
0,12,1,0,7,122771
0,12,1,198,1,122772
0,12,1,0,5,122773
0,12,1,99,6,122774
0,12,1,0,2,122775
0,12,1,99,4,122776
0,12,1,0,1,122777
0,12,1,99,1,122778
0,12,1,0,5,122779
0,12,1,0,4,122780
0,12,1,0,5,122781
0,12,1,99,1,122782
0,12,1,99,4,122783
0,12,1,99,4,122784
0,12,1,99,4,122785
0,12,1,0,4,122786
0,12,1,198,5,122787
0,12,1,96,5,122788
8,12,1,16,5,122789
0,12,1,99,1,122790
0,12,1,99,1,122791
0,12,1,0,6,122792
0,12,1,99,4,122793
0,12,1,99,5,122794
0,12,1,0,5,122795
0,12,1,0,1,122796
0,12,1,0,3,122797
0,12,1,99,5,122798
0,12,1,0,7,122799
0,12,1,99,2,122800
0,12,1,0,6,122801
0,12,1,0,3,122802
0,12,1,0,6,122803
0,12,1,99,7,122804
0,12,2,98,7,122805
0,12,1,0,4,122806
0,12,1,99,7,122807
0,12,1,0,5,122808
0,13,1,0,5,130001
3,13,1,0,5,130002
0,13,1,0,5,130003
0,13,1,99,6,130004
0,13,1,0,6,130005
4,13,2,99,7,130006
0,13,1,10,7,130007
9,13,1,99,1,130008
